"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
1853,"NCT04394377","Full Anticoagulation Versus Prophylaxis in COVID-19: COALIZAO ACTION Trial","Recruiting","No Results Available","Coronavirus Infection","Drug: Group 1: Rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed|Drug: Group 2: control group with enoxaparin 40mg/d","May 19, 2020","Núcleo de Ciências de Saúde - Unidade de Pesquisa - Hospital Felício Rocho, Belo Horizonte, Minas Gerais, Brazil|Hospital Israelita Albert Einstein, São Paulo, Brazil","https://ClinicalTrials.gov/show/NCT04394377"
1854,"NCT04358081","Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease","Recruiting","No Results Available","Pneumonia","Drug: HCQ|Drug: HCQ+AZT|Drug: Placebo","April 22, 2020","Novartis Investigative Site, Los Angeles, California, United States|Novartis Investigative Site, San Francisco, California, United States|Novartis Investigative Site, Gainesville, Florida, United States|Novartis Investigative Site, Chicago, Illinois, United States|Novartis Investigative Site, Baton Rouge, Louisiana, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Columbia, Missouri, United States|Novartis Investigative Site, Chapel Hill, North Carolina, United States|Novartis Investigative Site, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT04358081"
1855,"NCT04418193","Patient Preference Trial for COVID-19 (PPT-COVID)","Recruiting","No Results Available","Coronavirus",,"June 5, 2020","Centre Hospitalier Princesse Grace, Monaco, Monaco","https://ClinicalTrials.gov/show/NCT04418193"
1856,"NCT04366817","Psychological Impact of the Lockdown on Patients Giving Birth During the COVID-19 Epidemic Short Title : Isolement and Childbirth: Psychological Impact","Not yet recruiting","No Results Available","Post Partum Depression","Behavioral: psychological assessment","April 29, 2020","Service médecine foetale-Hôpital Trousseau, Paris, France","https://ClinicalTrials.gov/show/NCT04366817"
1857,"NCT04355234","Prevalence and Impact of COVID-19 Infection in Pregnant Women, Fetuses and Newborns","Not yet recruiting","No Results Available","Pregnancy","Diagnostic Test: identify SARS-CoV-2 infection by serology|Biological: collection of biological samples","April 21, 2020",,"https://ClinicalTrials.gov/show/NCT04355234"
1858,"NCT04348370","BCG Vaccine for Health Care Workers as Defense Against COVID 19","Recruiting","No Results Available","Coronavirus|Coronavirus Infection|Coronavirus as the Cause of Diseases Classified Elsewhere","Biological: BCG Vaccine|Biological: Placebo Vaccine","April 16, 2020","Cedars-Sinai Medical Center, Los Angeles, California, United States|Texas A&M Family Care Clinic, Bryan, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|Baylor St. Luke's Medical Center, Houston, Texas, United States|Harris Health System - Ben Taub Hospital, Houston, Texas, United States|MD Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04348370"
1859,"NCT04341480","The Safety of Chemotherapy for Patients With Gynecological Malignancy in High-risk Region of COVID-19","Not yet recruiting","No Results Available","Gynecological Cancer","Drug: Chemotherapy","April 10, 2020","Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04341480"
1860,"NCT04429555","Efficacy, Safety, Tolerability, and Biomarkers of MN-166 (Ibudilast) in Patients Hospitalized With COVID-19 and at Risk for ARDS","Not yet recruiting","No Results Available","Pneumonia, Viral","Drug: Ibudilast|Drug: Placebo","June 12, 2020",,"https://ClinicalTrials.gov/show/NCT04429555"
1861,"NCT04325867","Integrated Distance Management Strategy for Patients With Cardiovascular Diseases in the Context of COVID-19","Recruiting","No Results Available","Angina Pectoris|Acute Coronary Syndrome|Coronary Syndrome|Coronary Artery Disease|Angioplasty|Stent Restenosis|Hypertension|Heart Failure, Systolic|Depression, Anxiety|Covid-19|Isolation, Social","Other: Tele-medicine platform","March 30, 2020","Medical Sciences Academy, Bucharest, Romania|University of Medicine and Pharmacy Gr T Popa, Iasi, Romania","https://ClinicalTrials.gov/show/NCT04325867"
1862,"NCT04379453","Robot Assisted Percutaneous Cardiovascular Intervention as a Strategy to Reduce or Risk of Intra-Procedure Contamination by COVID-19 and Other Respiratory Viruses","Recruiting","No Results Available","Coronary Artery Disease","Procedure: Robot Assisted Percutaneous Cardiovascular Intervention","May 7, 2020","Hospital Israelita Albert Einstein, São Paulo, Brazil","https://ClinicalTrials.gov/show/NCT04379453"
1863,"NCT04372030","Health Care Use During the Covid19 Crisis","Not yet recruiting","No Results Available","Health Care Utilization","Other: Online questionnaire","May 1, 2020",,"https://ClinicalTrials.gov/show/NCT04372030"
1864,"NCT04340349","Low-dose Hydroxychloroquine and Bromhexine: a Novel Regimen for COVID-19 Prophylaxis in Healthcare Professionals","Enrolling by invitation","No Results Available","Hydroxychloroquine|Antimalarials|Enzyme Inhibitors|Antirheumatic Agents","Drug: Hydroxychloroquine Sulfate|Drug: Bromhexine 8 MG","April 9, 2020","National Institute of Rehabilitation, Mexico City, Cdmx, Mexico","https://ClinicalTrials.gov/show/NCT04340349"
1865,"NCT04339322","Characteristics and Outcome of Coronavirus Disease 2019 (COVID-19) in Egypt","Not yet recruiting","No Results Available","Characteristics Diseases|Outcome, Fatal","Other: Follow up","April 9, 2020",,"https://ClinicalTrials.gov/show/NCT04339322"
1866,"NCT04439006","Ibrutinib for the Treatment of COVID-19 in Patients Requiring Hospitalization","Not yet recruiting","No Results Available","Aplastic Anemia|Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|Monoclonal B-Cell Lymphocytosis|Monoclonal Gammopathy of Undetermined Significance|Myelodysplastic Syndrome|Symptomatic COVID-19 Infection Laboratory-Confirmed","Other: Best Practice|Drug: Ibrutinib","June 19, 2020","Ohio State University Comprehensive Cancer Center, Columbus, Ohio, United States","https://ClinicalTrials.gov/show/NCT04439006"
1867,"NCT04405869","Thromboembolic Events in Severe COVID-19 Patients","Recruiting","No Results Available","Pulmonary Thromboembolism",,"May 28, 2020","Service d'Anesthésie-Réanimation - Nouvel Hôpital Civil, Strasbourg, France","https://ClinicalTrials.gov/show/NCT04405869"
1868,"NCT04337489","Remote Monitoring Use In Cases Of Suspected COVID-19 (Coronavirus)","Not yet recruiting","No Results Available","Coronavirus","Device: SensiumVitals wearable sensor","April 7, 2020",,"https://ClinicalTrials.gov/show/NCT04337489"
1869,"NCT04367129","Electrocardiogram Analysis in COVID-19 Patients","Recruiting","No Results Available","SARS-CoV Infection","Diagnostic Test: ECG","April 29, 2020","Arcispedale S. Anna, Ferrara, Italy","https://ClinicalTrials.gov/show/NCT04367129"
1870,"NCT04377737","Incidence of Covid-19 in School Children","Withdrawn","No Results Available","Infection; Viral, Coronavirus","Diagnostic Test: RT-PCR Covid-19","May 6, 2020","Hôpitaux Pédiatrique de Nice CHU Lenval, Nice, France","https://ClinicalTrials.gov/show/NCT04377737"
1871,"NCT04256395","Efficacy of a Self-test and Self-alert Mobile Applet in Detecting Susceptible Infection of COVID-19","Recruiting","No Results Available","Susceptibility to Viral and Mycobacterial Infection","Other: mobile internet survey on self-test","February 5, 2020","Beijing Tsinghua Changgung Hospital, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT04256395"
1872,"NCT04252274","Efficacy and Safety of Darunavir and Cobicistat for Treatment of COVID-19","Recruiting","No Results Available","Pneumonia, Pneumocystis|Coronavirus","Drug: Darunavir and Cobicistat","February 5, 2020","Shanghai Public Health Clinical Center, Shanghai, Shanghai, China|Shanghai Public Health Clinical Center, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04252274"
1873,"NCT04412551","Lung Ultrasound for Assessment of Patients With Moderate to Severe Covid-19","Recruiting","No Results Available","Corona Virus Infection|Virus Diseases|Coronaviridae Infections",,"June 2, 2020","Falun Hospital, Falun, Sweden","https://ClinicalTrials.gov/show/NCT04412551"
1874,"NCT04412655","Primary Angioplasty for STEMI During COVID-19 Pandemic (ISACS-STEMI COVID-19) Registry","Active, not recruiting","No Results Available","ST Elevated Myocardial Infarction Undergoing Mechanical Reperfusion","Device: Percutaneous Coronary Revascularization for STEMI","June 2, 2020","Giuseppe De Luca, Novara, Italy","https://ClinicalTrials.gov/show/NCT04412655"
1875,"NCT04432051","The Use of Lung Ultrasonography in COVID-19 Patients","Recruiting","No Results Available","Ultrasonography","Behavioral: mechanical ventilator settings and position","June 16, 2020","Gazoosmanpasa Education and Research Hospital, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT04432051"
1876,"NCT04393142","Serologic Testing of Household Contacts of Confirmed Cases of COVID-19","Recruiting","No Results Available","Coronavirus Infection",,"May 19, 2020","Hospital Universitario José E. Gonzalez, Monterrey, Nuevo Leon, Mexico","https://ClinicalTrials.gov/show/NCT04393142"
1877,"NCT04385186","Inactivated Convalescent Plasma as a Therapeutic Alternative in Patients CoViD-19","Not yet recruiting","No Results Available","Infections, Coronavirus","Drug: Inactivated convalescent plasma|Drug: Support treatment","May 12, 2020","Clínica Antioquía, Medellín, Antioquía, Colombia|Clínica Sagrado Corazón, Medellín, Antioquía, Colombia|IPS Universitaria, Medellín, Antioquía, Colombia|Universidad de Antioquía, Medellín, Antioquía, Colombia|National Blood Center Foundation, Hemolife/Fundación Banco Nacional de Sangre Hemolife, Bogotá, Cundinamarca, Colombia|Clínica Rosales, Pereira, Risaralda, Colombia|Clinica Nuestra, Cali, Valle, Colombia|Clínica Corpas, Bogotá, Colombia|E.S.E Hospital San Rafael Facatativa, Facatativa, Colombia|Clínica la Estancia, Popayán, Colombia","https://ClinicalTrials.gov/show/NCT04385186"
1878,"NCT04305457","Nitric Oxide Gas Inhalation Therapy for Mild/Moderate COVID-19","Recruiting","No Results Available","Coronavirus Infections|Pneumonia, Viral|Acute Respiratory Distress Syndrome","Drug: Nitric Oxide","March 12, 2020","Louisiana State University Health Shreveport, Shreveport, Louisiana, United States|Massachusetts General Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04305457"
1879,"NCT04339387","COVID-19 Risk Stratification","Recruiting","No Results Available","Coronavirus|Coronavirus Sars-Associated as Cause of Disease Classified Elsewhere",,"April 9, 2020","Brigham and Women's Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04339387"
1880,"NCT04422470","Registry of Patients With Hematologic Disease and COVID-19 in Russia","Recruiting","No Results Available","Coronavirus Infection and Hematologic Diseases","Other: Non-interventional study","June 9, 2020","Clinical Hospital n.a. S.P. Botkin, Moscow, Russian Federation|National Research Center for Hematology, Moscow, Russian Federation|Regional Clinical Hospital N.A. Semashko, Nizhny Novgorod, Russian Federation|Russian Scientific Research Institute of Hematology and Transfusiology, Saint Petersburg, Russian Federation|Republic Clinical Hospital n.a. N.A. Semashko, Ulan-Ude, Russian Federation|Regional Clinical Hospital, Vladimir, Russian Federation|Regional Clinical Hospital, Yaroslavl, Russian Federation","https://ClinicalTrials.gov/show/NCT04422470"
1881,"NCT04391816","COVID-19 Pandemic Impact on Alcohol (PIA) - A Natural History Study","Recruiting","No Results Available","Alcohol Drinking|Alcohol-Related Disorders|Pandemic|Psychological Stress",,"May 18, 2020","NIAAA Section on Human Psychopharmacology, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT04391816"
1882,"NCT04390269","Immunogenetics Predictors With COVID-19","Not yet recruiting","No Results Available","Genetic Predisposition to Disease",,"May 15, 2020","Mansoura Faculty of Medicine, Mansoura, Dakahlyia, Egypt","https://ClinicalTrials.gov/show/NCT04390269"
1883,"NCT04401046","COVID-19 and Reorganisation of Cancer Patient Care: Self- Evaluation of Potential Post-traumatic Stress Disorder","Not yet recruiting","No Results Available","Cancer","Other: Survey to assess Post traumatic stress and anxiety at inclusion and 6 months later","May 26, 2020",,"https://ClinicalTrials.gov/show/NCT04401046"
1884,"NCT04344834","Impact of Covid-19 on Egyptian Health Care Workers and General Population Mental Health","Not yet recruiting","No Results Available","Mental Health Issue","Diagnostic Test: Online questionnaire","April 14, 2020",,"https://ClinicalTrials.gov/show/NCT04344834"
1885,"NCT04393818","Mobile Phone Based Intervention to Protect Mental Health in Healthcare Workers at Frontline Against COVID19","Not yet recruiting","No Results Available","Mental Health Disorder|Depression|Posttraumatic Stress Disorder|Burnout|Anxiety Disorders","Behavioral: Intervention App","May 19, 2020",,"https://ClinicalTrials.gov/show/NCT04393818"
1886,"NCT04318314","COVID-19: Healthcare Worker Bioresource: Immune Protection and Pathogenesis in SARS-CoV-2","Recruiting","No Results Available","Health Care Worker Patient Transmission|Coronavirus|Coronavirus Infections|Immunological Abnormality","Diagnostic Test: COPAN swabbing and blood sample collection","March 23, 2020","Barts Heart Center, London, United Kingdom|Royal Free London NHS Foundation Trust, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04318314"
1887,"NCT04320277","Baricitinib in Symptomatic Patients Infected by COVID-19: an Open-label, Pilot Study.","Not yet recruiting","No Results Available","Pharmacological Action","Drug: Baricitinib","March 24, 2020","Fabrizio Cantini, Prato, Tuscany, Italy","https://ClinicalTrials.gov/show/NCT04320277"
1888,"NCT04409743","Brief Telehealth CBT-I Intervention in the Context of the COVID-19 Pandemic","Recruiting","No Results Available","Sleep Disturbance|Insomnia","Behavioral: Remote Cognitive Behavioral Therapy for Insomnia","June 1, 2020","Stanford University, Palo Alto, California, United States","https://ClinicalTrials.gov/show/NCT04409743"
1889,"NCT04398264","Characteristics of COVID-19 Infection Among PREGnant Women","Not yet recruiting","No Results Available","Corona Virus Infection|Pregnancy Related","Other: COVID-19 positive via testing","May 21, 2020",,"https://ClinicalTrials.gov/show/NCT04398264"
